DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.376643	37	6	2	1	7	3	1	0	13610	26	0	30.1867 	0	0.0408106
UL	0.376893	37	6	3	1	7	3	1	0	13610	26	0	30.2391 	0	0.0408106
UL	0.377143	37	7	0	1	7	3	1	0	13610	26	0	30.2162 	0	0.0408106
UL	0.377393	37	7	1	1	7	3	1	0	13610	26	0	30.2019 	0	0.0408106
UL	0.377643	37	7	2	1	7	3	1	0	13610	26	0	30.1966 	0	0.0408106
UL	0.377893	37	7	3	1	7	3	1	0	13610	26	0	30.2176 	0	0.0408106
UL	0.378143	37	8	0	1	7	3	1	0	13610	26	0	30.2535 	0	0
UL	0.378393	37	8	1	1	7	3	1	0	13610	26	0	30.2395 	0	0
UL	0.378643	37	8	2	1	7	3	1	0	13610	26	0	30.2422 	0	0
UL	0.378893	37	8	3	1	7	3	1	0	13610	26	0	30.1646 	0	0.0408106
UL	0.379143	37	9	0	1	7	3	1	0	13610	26	0	30.1941 	0	0.0408106
UL	0.379393	37	9	1	1	7	3	1	0	13610	26	0	30.143 	0	0.0408106
UL	0.379643	37	9	2	1	7	3	1	0	13610	26	0	30.1396 	0	0.0408106
UL	0.379893	37	9	3	1	7	3	1	0	13610	26	0	30.128 	0	0.0408106
UL	0.380143	38	0	0	1	7	3	1	0	13610	26	0	30.1715 	0	0.0408106
UL	0.380393	38	0	1	1	7	3	1	0	13610	26	0	30.223 	0	0.0408106
UL	0.380643	38	0	2	1	7	3	1	0	13610	26	0	30.2596 	1	0.0408106
UL	0.380893	38	0	3	1	7	3	1	0	13610	26	0	30.2988 	0	0.0408106
UL	0.381143	38	1	0	1	7	3	1	0	13610	26	0	30.3415 	1	0.0408106
UL	0.381393	38	1	1	1	7	3	1	0	13610	26	1	30.4267 	0	0
UL	0.381643	38	1	2	1	7	3	1	0	13610	26	0	30.4335 	0	0.0408106
UL	0.381893	38	1	3	1	7	3	1	0	13610	26	1	30.453 	0	0
UL	0.382232	38	2	0	1	12	3	1	0	23327	26	0	30.394 	0	0.0710664
UL	0.382482	38	2	1	1	12	3	1	0	23327	26	0	30.3427 	0	0.0710664
UL	0.382732	38	2	2	1	12	3	1	0	23327	26	0	30.3266 	0	0.0710664
UL	0.382982	38	2	3	1	12	3	1	0	23327	26	0	30.4075 	0	0.0710664
UL	0.383196	38	3	0	1	10	3	1	0	19440	26	0	30.4802 	0	0.0590803
UL	0.383393	38	3	1	1	7	3	1	0	13610	26	0	30.4709 	0	0.0408106
UL	0.383643	38	3	2	1	7	3	1	0	13610	26	0	30.4437 	0	0
UL	0.383893	38	3	3	1	7	3	1	0	13610	26	0	30.407 	0	0
UL	0.384143	38	4	0	1	7	3	1	0	13610	26	0	30.4044 	0	0
UL	0.384393	38	4	1	1	7	3	1	0	13610	26	0	30.3894 	0	0
UL	0.384643	38	4	2	1	7	3	1	0	13610	26	0	30.3994 	0	0
UL	0.384875	38	4	3	1	6	3	1	0	12214	27	0	30.3711 	0	0.0354119
UL	0.385125	38	5	0	1	6	3	1	0	12214	27	0	30.3163 	0	0.0354119
UL	0.385375	38	5	1	1	6	3	1	0	12214	27	0	30.349 	0	0.0354119
UL	0.385643	38	5	2	1	7	3	1	0	14249	27	0	30.4319 	0	0.0411907
UL	0.385893	38	5	3	1	7	3	1	0	14249	27	0	30.4281 	0	0.0411907
UL	0.386179	38	6	0	1	9	3	1	0	18319	27	0	30.4218 	0	0.0526448
UL	0.386393	38	6	1	1	7	3	1	0	14249	27	0	30.4661 	1	0.99198
DL	0.386536	38	6	2	1	1	3	1	0	1946	26	0	30.4439	0	0.00638976
UL	0.386661	38	6	2	2	7	3	1	0	14249	27	0	30.4238 	1	0.99198
UL	0.386875	38	6	3	1	6	3	1	0	12214	27	0	30.5241 	1	0.984021
UL	0.387143	38	7	0	1	7	3	1	0	14249	27	1	30.4665 	0	0
UL	0.387393	38	7	1	1	7	3	1	0	14249	27	1	30.4704 	0	0
UL	0.387625	38	7	2	1	6	3	1	0	12214	27	1	30.4226 	0	0
UL	0.387732	38	7	2	7	6	3	1	0	11663	26	0	30.3983 	0	0.0377313
UL	0.387982	38	7	3	1	12	3	1	0	23327	26	0	30.3119 	0	0.0710664
UL	0.388232	38	8	0	1	12	3	1	0	23327	26	0	30.3347 	0	0.0710664
UL	0.388482	38	8	1	1	12	3	1	0	23327	26	0	30.3405 	1	0.0710664
UL	0.388732	38	8	2	1	12	3	1	0	23327	26	0	30.294 	0	0.0710664
UL	0.388982	38	8	3	1	12	3	1	0	23327	26	0	30.2666 	0	0.0710664
UL	0.389232	38	9	0	1	12	3	1	0	23327	26	1	30.2636 	0	0
UL	0.389393	38	9	1	1	7	3	1	0	13610	26	0	30.252 	0	0.0408106
UL	0.389643	38	9	2	1	7	3	1	0	13610	26	0	30.3147 	0	0.0408106
UL	0.389982	38	9	3	1	12	3	1	0	23327	26	0	30.3487 	0	0.0710664
UL	0.390232	39	0	0	1	12	3	1	0	23327	26	0	30.3396 	0	0.0710664
UL	0.390482	39	0	1	1	12	3	1	0	23327	26	0	30.3551 	1	0.0710664
UL	0.390661	39	0	2	1	8	3	1	0	15553	26	0	30.4099 	0	0.0469396
UL	0.390893	39	0	3	1	7	3	1	0	13610	26	0	30.3916 	0	0.0408106
UL	0.391232	39	1	0	1	12	3	1	0	23327	26	1	30.3776 	0	0
UL	0.391393	39	1	1	1	7	3	1	0	13610	26	0	30.3873 	0	0.0408106
UL	0.391643	39	1	2	1	7	3	1	0	13610	26	0	30.3862 	0	0.0408106
UL	0.391982	39	1	3	1	12	3	1	0	23327	26	0	30.4257 	0	0.0710664
UL	0.392232	39	2	0	1	12	3	1	0	23327	26	0	30.4733 	1	0.0710664
UL	0.392482	39	2	1	1	12	3	1	0	23327	26	0	30.4614 	0	0.0710664
UL	0.392661	39	2	2	1	8	3	1	0	15553	26	0	30.506 	0	0.0469396
UL	0.392982	39	2	3	1	12	3	1	0	23327	26	1	30.5454 	0	0
UL	0.393143	39	3	0	1	7	3	1	0	13610	26	0	30.5519 	0	0.0408106
UL	0.393393	39	3	1	1	7	3	1	0	13610	26	0	30.5782 	0	0.0408106
UL	0.393732	39	3	2	1	12	3	1	0	23327	26	0	30.5502 	0	0.0710664
UL	0.393982	39	3	3	1	12	3	1	0	23327	26	0	30.5043 	0	0.0710664
UL	0.394232	39	4	0	1	12	3	1	0	23327	26	0	30.4252 	0	0.0710664
UL	0.394411	39	4	1	1	8	3	1	0	15553	26	0	30.3652 	0	0.0469396
UL	0.394643	39	4	2	1	7	3	1	0	13610	26	0	30.4212 	0	0
UL	0.394893	39	4	3	1	7	3	1	0	13610	26	0	30.4259 	0	0
UL	0.395143	39	5	0	1	7	3	1	0	13610	26	0	30.4108 	0	0.0408106
UL	0.395393	39	5	1	1	7	3	1	0	13610	26	0	30.3989 	1	0.0408106
UL	0.395643	39	5	2	1	7	3	1	0	13610	26	0	30.4027 	0	0.0408106
UL	0.395893	39	5	3	1	7	3	1	0	13610	26	0	30.4121 	0	0.0408106
UL	0.396143	39	6	0	1	7	3	1	0	13610	26	1	30.337 	0	0
UL	0.396393	39	6	1	1	7	3	1	0	13610	26	0	30.3498 	0	0.0408106
UL	0.396643	39	6	2	1	7	3	1	0	13610	26	0	30.2916 	0	0.0408106
DL	0.396786	39	6	3	1	1	3	1	0	1946	26	0	30.3724	0	0.00638976
UL	0.396982	39	6	3	2	11	3	1	0	21384	26	0	30.3027 	0	0.0650926
UL	0.397232	39	7	0	1	12	3	1	0	23327	26	0	30.2385 	0	0
UL	0.397482	39	7	1	1	12	3	1	0	23327	26	0	30.2356 	0	0
UL	0.397679	39	7	2	1	9	3	1	0	17497	26	0	30.2877 	0	0
UL	0.397893	39	7	3	1	7	3	1	0	13610	26	0	30.348 	0	0
UL	0.398125	39	8	0	1	6	3	1	0	12214	27	0	30.3842 	0	0.0354119
UL	0.398375	39	8	1	1	6	3	1	0	12214	27	0	30.3364 	0	0.0354119
UL	0.398625	39	8	2	1	6	3	1	0	12214	27	0	30.3513 	1	0.984021
UL	0.398893	39	8	3	1	7	3	1	0	14249	27	0	30.3904 	1	0.99198
UL	0.399143	39	9	0	1	7	3	1	0	14249	27	0	30.3938 	1	0.99198
UL	0.399375	39	9	1	1	6	3	1	0	12214	27	1	30.4843 	0	0
UL	0.399482	39	9	1	7	6	3	1	0	11663	26	0	30.4977 	0	0.0377313
UL	0.399643	39	9	2	1	7	3	1	0	14249	27	1	30.5064 	0	0
UL	0.399893	39	9	3	1	7	3	1	0	14249	27	1	30.4915 	0	0
UL	0.400232	40	0	0	1	12	3	1	0	23327	26	0	30.5132 	0	0.0710664
UL	0.400482	40	0	1	1	12	3	1	0	23327	26	0	2.60649 	1	1
UL	0.400732	40	0	2	1	12	3	1	0	23327	26	0	23.0341 	1	1
UL	0.400982	40	0	3	1	12	3	1	0	23327	26	0	23.0534 	1	1
UL	0.401232	40	1	0	1	12	3	1	0	23327	26	1	23.1104 	0	0
UL	0.401482	40	1	1	1	12	3	1	0	23327	26	1	23.0849 	0	0
UL	0.401732	40	1	2	1	12	3	1	0	23327	26	1	23.0293 	0	0
UL	0.401982	40	1	3	1	12	3	1	0	19211	23	0	23.0159 	0	0
UL	0.402232	40	2	0	1	12	3	1	0	19211	23	0	23.0856 	0	0
UL	0.402482	40	2	1	1	12	3	1	0	19211	23	0	23.0956 	0	0
UL	0.402732	40	2	2	1	12	3	1	0	20584	24	0	23.0851 	0	0.0178469
UL	0.402982	40	2	3	1	12	3	1	0	20584	24	0	23.0536 	1	0.999977
UL	0.403232	40	3	0	1	12	3	1	0	20584	24	0	23.0822 	1	0.999977
UL	0.403482	40	3	1	1	12	3	1	0	20584	24	0	23.1113 	1	0.999977
UL	0.403732	40	3	2	1	12	3	1	0	20584	24	1	23.1216 	0	0
UL	0.403982	40	3	3	1	12	3	1	0	20584	24	1	23.1164 	0	0
UL	0.404232	40	4	0	1	12	3	1	0	20584	24	1	23.1193 	0	0
UL	0.404482	40	4	1	1	12	3	1	0	19211	23	0	23.0665 	0	0
UL	0.404732	40	4	2	1	12	3	1	0	19211	23	0	23.0097 	0	0
UL	0.404982	40	4	3	1	12	3	1	0	19211	23	0	23.0095 	0	0
UL	0.405232	40	5	0	1	12	3	1	0	19211	23	0	22.9335 	0	0
UL	0.405482	40	5	1	1	12	3	1	0	19211	23	0	22.969 	0	0
UL	0.405732	40	5	2	1	12	3	1	0	19211	23	0	23.0499 	0	0
UL	0.405982	40	5	3	1	12	3	1	0	19211	23	0	23.0063 	0	0
UL	0.406232	40	6	0	1	12	3	1	0	19211	23	0	22.9818 	0	0
UL	0.406464	40	6	1	1	11	3	1	0	17611	23	0	22.994 	0	0
UL	0.406661	40	6	2	1	8	3	1	0	12807	23	0	23.0215 	0	0
UL	0.406911	40	6	3	1	8	3	1	0	12807	23	0	22.9786 	0	0
DL	0.407036	40	7	0	1	1	3	1	0	1946	26	0	23.1688	1	1
UL	0.407179	40	7	0	2	8	3	1	0	12807	23	0	23.0916 	0	0
UL	0.407429	40	7	1	1	9	3	1	0	14410	23	0	23.0652 	0	0
UL	0.407679	40	7	2	1	9	3	1	0	14410	23	0	23.0658 	0	0
UL	0.407929	40	7	3	1	9	3	1	0	14410	23	0	23.0389 	0	0
DL	0.408036	40	8	0	1	1	3	1	0	1946	26	1	23.0642	0	0
DL	0.408054	40	8	0	2	1	3	1	0	1946	26	2	23.0488	1	1
UL	0.408196	40	8	0	3	8	3	1	0	12807	23	0	22.9568 	0	0
UL	0.408411	40	8	1	1	8	3	1	0	12807	23	0	22.9922 	0	0
UL	0.408661	40	8	2	1	8	3	1	0	12807	23	0	22.9438 	0	0
UL	0.408804	40	8	3	1	2	3	1	0	3201	23	0	23.0145 	0	0
UL	0.409179	40	9	0	1	9	3	1	0	14410	23	0	22.9804 	0	0
UL	0.409429	40	9	1	1	9	3	1	0	14410	23	0	23.0333 	0	0
UL	0.409732	40	9	2	1	12	3	1	0	19211	23	0	23.0316 	0	0
UL	0.409982	40	9	3	1	12	3	1	0	19211	23	0	23.1086 	0	0
UL	0.410232	41	0	0	1	12	3	1	0	19211	23	0	23.1111 	0	0
UL	0.410464	41	0	1	1	11	3	1	0	17611	23	0	23.1616 	0	0
UL	0.410661	41	0	2	1	8	3	1	0	12807	23	0	23.1695 	0	0
UL	0.410911	41	0	3	1	8	3	1	0	12807	23	0	23.2566 	0	0
UL	0.411161	41	1	0	1	8	3	1	0	12807	23	0	23.2505 	0	0
UL	0.411429	41	1	1	1	9	3	1	0	14410	23	0	23.3 	0	0
UL	0.411679	41	1	2	1	9	3	1	0	14410	23	0	23.257 	0	0
UL	0.411929	41	1	3	1	9	3	1	0	14410	23	0	23.2196 	0	0
UL	0.412161	41	2	0	1	8	3	1	0	12807	23	0	23.2325 	0	0
UL	0.412411	41	2	1	1	8	3	1	0	12807	23	0	23.2049 	0	0
UL	0.412661	41	2	2	1	8	3	1	0	12807	23	0	23.1472 	0	0
