Time,ueId,assoCell,compCell,taskCount, upWlMea,upWlStd,upWlMin,upWlMax,upWdMea,upWdStd,upWdMin,upWdMax,queMea,queStd,queMin,queMax,compMea, compStd, compMin, compMax,dnWdMea, dnWdStd, dnWdMin, dnWdMax,dnWlMea,dnWlStd, dnWlMin, dnWlMax
2.2,18,6,4,6,1.52083,0.663403,1.25,2.875,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,2.88915,0.0510306,2.78498,2.90998,
2.2,15,2,5,1,1.25,0,1.25,1.25,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,7.10714,0,7.10714,7.10714,
2.2,2,4,6,3,1.26786,0.154647,1.17857,1.44643,0.500009,0,0.500009,0.500009,0,0,0,0,14,0,14,14,0.50072,0,0.50072,0.50072,40.2552,2.1878,38.0886,42.4636,
2.2,5,3,6,4,1.33928,0.413422,1.01786,1.94643,0.500009,0,0.500009,0.500009,0,0,0,0,14,0,14,14,0.50072,0,0.50072,0.50072,4.58856,2.36376,2.9457,7.98141,
2.2,6,3,6,4,1.35714,0,1.35714,1.35714,0.500009,0,0.500009,0.500009,0,0,0,0,14,0,14,14,0.50072,0,0.50072,0.50072,3.06177,0.293604,2.74927,3.39213,
2.2,11,3,6,6,4.03274,6.42695,1.14286,17.1429,0.500011,3.67423e-06,0.500009,0.500018,4.29167,6.68658,0,14,13,1.09545,12,14,0.50072,0,0.50072,0.50072,10.2582,6.02989,4.76713,21.4636,
2.2,16,5,6,5,1.31805,0.102602,1.19741,1.39286,1.70001,2.68328,0.500009,6.5,0,0,0,0,11.6,5.36656,2,14,1.70081,2.68348,0.50072,6.50116,3.4097,1.37911,2.74927,5.87286,
2.2,19,6,6,6,1.30952,0.102062,1.26786,1.51786,0,0,0,0,0,0,0,0,13.6667,0.816497,12,14,0,0,0,0,3.30357,0.598787,2.96429,4.46429,
2.3,12,2,7,6,1.34325,0.329737,1.07241,2.00098,6.5,0,6.5,6.5,0,0,0,0,2,0,2,2,6.50116,0,6.50116,6.50116,7.61988,2.0523,5.05143,10.105,
2.3,10,4,9,6,1.25694,0.235732,0.983127,1.51884,11.5,0,11.5,11.5,0,0,0,0,2,0,2,2,11.5012,0,11.5012,11.5012,9.8669,0.79633,8.92643,10.9621,
2.3,4,2,2,6,1.25,0.115175,1.14286,1.39286,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,8.25595,1.18072,6.48214,10,
2.3,8,3,2,7,4.30612,6.48454,0.92857,18.9286,0.500009,0,0.500009,0.500009,1.69898,3.35826,0,8.875,9,0,9,9,0.50072,0,0.50072,0.50072,14.3156,3.17128,10.41,18.7671,
2.3,13,5,2,5,1.61786,0.435692,1.10714,2.07143,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,10.1743,6.66199,5.99927,21.9993,
2.3,17,6,2,7,1.19643,0,1.19643,1.19643,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,2.73141,0,2.73141,2.73141,
2.3,1,4,3,5,1.13571,0.127275,1,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,89.4671,12.5346,75.9993,103.731,
2.3,9,4,3,5,1.56429,0.205007,1.26786,1.76786,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,116.339,5.3306,107.392,121.428,
2.3,14,5,3,6,1.21131,0.127983,1.05357,1.44643,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,4.25225,1.03924,2.73141,5.39213,
2.3,3,2,4,6,1.08928,0.180348,0.75,1.19643,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,7.99927,1.17911,6.14213,9.65999,
2.3,7,3,4,6,1.37202,0.227681,1.10714,1.625,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,10.7255,0.545467,9.87427,11.4278,
2.3,18,6,4,6,1.25,0,1.25,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,2.90998,0,2.90998,2.90998,
2.3,15,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3,2,4,6,8,1.3125,0.1928,1.16071,1.69643,0.500009,0,0.500009,0.500009,0,0,0,0,14,0,14,14,0.50072,0,0.50072,0.50072,17.2403,14.4924,8.42784,47.4993,
2.3,5,3,6,6,1.22917,0.107391,1.16071,1.44643,0.500009,0,0.500009,0.500009,0,0,0,0,14,0,14,14,0.50072,0,0.50072,0.50072,9.26415,1.55324,6.98141,10.8743,
2.3,6,3,6,7,1.38775,0.0891155,1.33929,1.58929,0.500009,0,0.500009,0.500009,0,0,0,0,14,0,14,14,0.50072,0,0.50072,0.50072,9.24927,1.14953,7.48141,10.6957,
2.3,11,3,6,3,1.41071,0.017857,1.39286,1.42857,0.500009,0,0.500009,0.500009,7.73214,1.98214,5.75,9.71429,14,0,14,14,0.50072,0,0.50072,0.50072,43.8921,26.819,14.1064,66.1243,
2.3,16,5,6,7,1.39286,0,1.39286,1.39286,0.500009,0,0.500009,0.500009,0,0,0,0,14,0,14,14,0.50072,0,0.50072,0.50072,2.74927,0,2.74927,2.74927,
2.3,19,6,6,6,1.26786,0,1.26786,1.26786,0,0,0,0,0,0,0,0,14,0,14,14,0,0,0,0,2.98214,0,2.98214,2.98214,
2.4,12,2,7,6,1.34637,0.241116,1.07241,1.75187,6.5,0,6.5,6.5,0,0,0,0,2,0,2,2,6.50116,0,6.50116,6.50116,20.4858,8.88073,6.81839,33.8907,
2.4,10,4,9,7,1.552,0.440126,1.01884,2.01884,11.5,0,11.5,11.5,0,0,0,0,2,0,2,2,11.5012,0,11.5012,11.5012,6.82949,3.34448,2.99785,10.355,
2.4,4,2,2,6,1.18155,0.103766,1.125,1.39286,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,9.65179,0.967966,8,10.7321,
2.4,8,3,2,7,1.46428,0.575137,0.910713,2.64286,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,5.91254,3.36441,2.73141,11.3564,
2.4,13,5,2,6,1.61309,0.43134,1.125,2.33928,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,16.66,6.34331,7.1957,21.9814,
2.4,17,6,2,6,1.15476,0.0674481,1.01786,1.19643,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,2.93975,0.40211,2.73141,3.74927,
2.4,1,4,3,12,1.37649,0.387542,0.982143,2.23214,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,52.5439,37.8735,4.15998,99.0886,
2.4,9,4,3,13,1.28984,0.351378,0.964286,2.01786,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,41.5666,36.5155,2.78498,99.9636,
2.4,14,5,3,7,1.21684,0.10883,1.08929,1.44643,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,7.34876,5.69477,4.24927,20.16,
2.4,3,2,4,6,1.09226,0.196401,0.946427,1.44643,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,7.91296,0.835395,7.35642,9.51713,
2.4,7,3,4,7,1.20663,0.106075,1.08929,1.35714,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,6.38448,2.33976,3.76713,9.71356,
2.4,18,6,4,6,1.39881,0.0729009,1.25,1.42857,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,2.76118,0.0729009,2.73141,2.90998,
2.4,15,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.4,5,3,6,7,1.43367,0.380307,1.17857,2.19643,0.500009,0,0.500009,0.500009,0,0,0,0,12.5714,0.9759,12,14,0.50072,0,0.50072,0.50072,5.30794,1.89133,2.99927,7.23141,
2.4,6,3,6,6,1.16071,0.251272,0.946429,1.57143,0.500009,0,0.500009,0.500009,0,0,0,0,12.3333,0.816497,12,14,0.50072,0,0.50072,0.50072,4.78498,2.1369,2.78498,7.24927,
2.4,11,3,6,11,1.36364,0.344071,0.92857,2.16071,0.500009,0,0.500009,0.500009,0.540584,1.28179,0,3.96429,13.0909,1.04447,12,14,0.50072,0,0.50072,0.50072,36.0334,31.7252,4.23141,82.785,
2.4,16,5,6,6,1.17262,0.185118,0.982143,1.39286,0.500009,0,0.500009,0.500009,0,0,0,0,12.3333,0.816497,12,14,0.50072,0,0.50072,0.50072,2.91594,0.295732,2.73141,3.49927,
2.4,19,6,6,7,1.26786,0.120232,1.08929,1.5,0,0,0,0,0,0,0,0,12.2857,0.755929,12,14,0,0,0,0,3.7398,0.497747,2.98214,4.625,
2.5,5,3,7,5,1.10436,0.114421,1.00098,1.25098,5.3,2.68328,0.500009,6.5,0.135714,0.127275,0,0.25,15.2,1.78885,12,16,5.30107,2.68348,0.50072,6.50116,3.63385,2.02108,2.73,7.24927,
2.5,6,3,7,4,1.6302,0.512697,0.946429,2.1617,5,3,0.500009,6.5,0.0848218,0.169644,0,0.339287,15,2,12,16,5.00105,3.00022,0.50072,6.50116,4.89999,1.75555,2.89213,6.78357,
2.5,10,4,7,4,1.27777,0.22088,1.09027,1.59027,7.75,2.5,6.5,11.5,0.232143,0.269637,0,0.5,12.5,7,2,16,7.75116,2.5,6.50116,11.5012,5.39964,1.64392,2.99785,6.64071,
2.5,12,4,7,2,1.50098,0,1.50098,1.50098,6.5,0,6.5,6.5,0,0,0,0,2,0,2,2,6.50116,0,6.50116,6.50116,23.2032,20.544,8.67643,37.73,
2.5,15,5,7,19,10.7688,14.1063,1.01786,50.1786,0.500012,7.47628e-06,0.500009,0.500036,0.933267,1.78543,0,5.99997,2,0,2,2,0.50072,0,0.50072,0.50072,195.034,76.7657,84.1243,322.821,
2.5,16,5,7,4,1.18824,0.137654,0.982143,1.26884,5,3,0.500009,6.5,0,0,0,0,15,2,12,16,5.00105,3.00022,0.50072,6.50116,5.34196,1.83934,2.89213,6.76571,
2.5,17,6,7,4,1.17038,0.103585,1.05455,1.30455,5,3,0.500009,6.5,0.0625,0.125,0,0.25,14.25,3.5,9,16,5.00105,3.00022,0.50072,6.50116,4.09196,1.17816,2.74927,5.62285,
2.5,13,2,8,3,1.48247,0.246868,1.19741,1.625,2.50001,3.4641,0.500009,6.5,0,0,0,0,6.66667,4.04145,2,9,2.50087,3.46436,0.50072,6.50116,38.85,29.9424,4.83714,61.2314,
2.5,3,2,2,6,1.25893,0.120453,1.16071,1.41071,0.0833348,0.204128,0,0.500009,0,0,0,0,8.66667,0.816497,7,9,0.0834533,0.204418,0,0.50072,4.57131,2.03551,2.73214,7.40999,
2.5,8,3,2,6,1.23214,0.105342,1.17857,1.44643,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,3.4963,0.960138,2.73141,5.15999,
2.5,14,5,2,5,1.2,0.111803,1,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,5.25999,0.710436,4.64213,6.14213,
2.5,20,2,2,5,1.31071,0.546557,1.01786,2.28571,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,4.53571,1.18283,3.16071,6.14286,
2.5,1,4,3,7,1.21174,0.148843,1.07143,1.5,0.500009,0,0.500009,0.500009,0,0,0,0,2.71429,1.88982,2,7,0.50072,0,0.50072,0.50072,6.26713,2.07822,2.85641,9.15999,
2.5,4,2,4,6,1.10417,0.0993707,0.946427,1.19643,0.416674,0.204128,0,0.500009,0,0,0,0,9,0,9,9,0.417267,0.204418,0,0.50072,5.10356,2.06236,2.71356,7.98214,
2.5,7,3,4,6,1.26786,0.108326,1.125,1.375,0.500009,0,0.500009,0.500009,0,0,0,0,8.66667,0.816497,7,9,0.50072,0,0.50072,0.50072,4.86832,1.36261,3.26713,6.87427,
2.5,9,4,4,5,1.30357,0.138896,1.14286,1.41071,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,9.48929,6.64026,3.85714,20.6071,
2.5,18,6,4,6,1.30655,0.0877843,1.25,1.42857,0.500009,0,0.500009,0.500009,0,0,0,0,8.66667,0.816497,7,9,0.50072,0,0.50072,0.50072,2.98141,0.3512,2.73141,3.67784,
2.5,11,3,5,4,1.23661,0.205357,0.92857,1.33929,0.500009,0,0.500009,0.500009,0,0,0,0,4.5,5,2,12,0.50072,0,0.50072,0.50072,13.9055,16.0044,4.99927,37.8921,
2.5,19,6,6,7,1.10204,0.0803333,1,1.26786,0,0,0,0,0,0,0,0,3.42857,3.77964,2,12,0,0,0,0,4.56122,1.38178,3,7.07143,
2.6,5,3,7,6,1.08432,0.204124,1.00098,1.50098,6.5,0,6.5,6.5,0.208333,0.102062,0,0.25,16,0,16,16,6.50116,0,6.50116,6.50116,2.96214,0.577424,2.71214,4.14071,
2.6,6,3,7,5,1.37598,0.399498,1.07241,1.82241,6.5,0,6.5,6.5,0.785716,0.399498,0.339287,1.08929,16,0,16,16,6.50116,0,6.50116,6.50116,11.6229,4.96571,7.03357,19.1586,
2.6,10,4,7,7,1.22547,0.192011,1.07241,1.57241,6.5,0,6.5,6.5,0.364796,0.192011,0.017857,0.517857,16,0,16,16,6.50116,0,6.50116,6.50116,7.98765,0.544751,6.96214,8.62285,
2.6,12,4,7,10,1.43313,0.337747,1.00098,2.00098,6.5,0,6.5,6.5,0.564286,0.344128,0,1,16,0,16,16,6.50116,0,6.50116,6.50116,26.2925,19.5874,8.73,61.5336,
2.6,15,5,7,5,1.11884,0.0391238,1.09027,1.1617,6.5,0,6.5,6.5,0.042858,0.0391238,0,0.07143,16,0,16,16,6.50116,0,6.50116,6.50116,4.305,0.757446,3.40857,5.14071,
2.6,16,5,7,6,1.20634,0.187543,1.00098,1.50098,6.5,0,6.5,6.5,0.139881,0.203106,0,0.5,16,0,16,16,6.50116,0,6.50116,6.50116,9.08119,5.22273,5.96214,19.4979,
2.6,17,6,7,7,1.05455,0,1.05455,1.05455,6.5,0,6.5,6.5,0.25,0,0.25,0.25,16,0,16,16,6.50116,0,6.50116,6.50116,4.59734,0.716875,3.99785,5.74785,
2.6,13,2,8,2,1.18848,0.0126268,1.17955,1.19741,6.5,0,6.5,6.5,0,0,0,0,2,0,2,2,6.50116,0,6.50116,6.50116,64.2479,19.6475,50.355,78.1407,
2.6,3,2,2,6,1.53869,0.510654,1.14286,2.41071,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,6.37202,2.91279,2.75,9.75,
2.6,8,3,2,7,1.3903,0.313464,1.14286,1.94643,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,3.63703,0.568698,3.12427,4.49927,
2.6,14,5,2,6,1.50595,0.631514,1,2.55357,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,6.28499,1.35977,4.39213,8.62427,
2.6,20,2,2,5,1.25714,0.0915775,1.10714,1.35714,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,19.5929,6.76766,10.7321,26.4286,
2.6,1,4,3,6,1.23512,0.0208756,1.19643,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,8.06475,0.62123,7.1957,8.85642,
2.6,4,2,4,6,1.22619,0.187174,0.946427,1.44643,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,5.88022,3.24066,2.6957,9.74927,
2.6,7,3,4,6,1.16071,0.105342,1.10714,1.375,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,7.23737,0.63994,6.73141,8.49927,
2.6,9,4,4,1,1.39286,0,1.39286,1.39286,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,63.4107,0,63.4107,63.4107,
2.6,18,6,4,6,1.25,0,1.25,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,2.90998,0,2.90998,2.90998,
2.6,11,3,5,6,1.34226,0.00729009,1.33929,1.35714,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,6.5082,0.717737,5.73141,7.48141,
2.6,19,6,6,6,1.08929,0,1.08929,1.08929,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,4.75893,0.934784,3.91071,6.07143,
2.7,5,3,7,6,1.26289,0.392478,0.983127,2.00098,6.5,0,6.5,6.5,0.571428,0.340505,0,1.01786,16,0,16,16,6.50116,0,6.50116,6.50116,4.35797,1.68772,2.71214,7.105,
2.7,6,3,7,8,1.20411,0.198376,1.0367,1.59027,6.5,0,6.5,6.5,0.957591,0.198376,0.57143,1.125,16,0,16,16,6.50116,0,6.50116,6.50116,11.1898,7.8818,4.30143,26.1229,
2.7,10,4,7,2,1.21527,0.176777,1.09027,1.34027,6.5,0,6.5,6.5,0.375,0.176777,0.25,0.5,16,0,16,16,6.50116,0,6.50116,6.50116,59.2836,18.309,46.3371,72.23,
2.7,12,4,7,6,1.20337,0.116642,0.96527,1.25098,6.5,0,6.5,6.5,0.797619,0.116642,0.75,1.03571,16,0,16,16,6.50116,0,6.50116,6.50116,10.7151,0.625705,9.98,11.4621,
2.7,15,5,7,2,26.751,34.8755,2.09027,51.4117,6.5,0,6.5,6.5,0,0,0,0,16,0,16,16,6.50116,0,6.50116,6.50116,11.7121,9.14188,5.24785,18.1764,
2.7,16,5,7,6,1.09325,0.122379,1.00098,1.25098,6.5,0,6.5,6.5,0.407738,0.122379,0.25,0.5,16,0,16,16,6.50116,0,6.50116,6.50116,5.01869,0.562363,4.49785,5.89071,
2.7,17,6,7,6,1.05455,0,1.05455,1.05455,6.5,0,6.5,6.5,0.25,0,0.25,0.25,16,0,16,16,6.50116,0,6.50116,6.50116,4.31035,0.424797,3.99785,4.98,
2.7,13,2,8,3,1.27479,0.134028,1.19741,1.42955,6.5,0,6.5,6.5,0,0,0,0,2,0,2,2,6.50116,0,6.50116,6.50116,93.1109,25.2701,76.9264,122.23,
2.7,3,2,2,6,1.61607,0.51356,1.14286,2.16071,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,10.2321,7.04336,4.64286,23.8571,
2.7,8,3,2,6,3.96428,5.35317,1.19643,14.875,0.500009,0,0.500009,0.500009,0.994048,2.43491,0,5.96429,9,0,9,9,0.50072,0,0.50072,0.50072,23.6808,21.4754,5.12427,56.9457,
2.7,14,5,2,6,1.28274,0.363236,1,2,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,4.97844,1.34991,3.74927,7.48141,
2.7,20,2,2,1,1.26786,0,1.26786,1.26786,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,18.6786,0,18.6786,18.6786,
2.7,1,4,3,6,1.26786,0.0971534,1.21429,1.46429,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,14.3207,6.86658,9.99927,27.8921,
2.7,4,2,4,6,1.14583,0.098727,0.946427,1.19643,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,17.5231,7.188,7.96356,25.3207,
2.7,7,3,4,7,1.30867,0.2678,1.10714,1.85714,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,6.6957,2.26004,3.51713,10.4278,
2.7,9,4,4,5,1.25714,0.225736,1.14286,1.66071,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,103.936,10.5289,87.1429,114.161,
2.7,18,6,4,7,1.25,0,1.25,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,2.90998,0,2.90998,2.90998,
2.7,19,6,6,6,1.08929,0,1.08929,1.08929,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,4.10417,0.303974,3.91071,4.57143,
2.8,1,4,7,4,1.01413,0.0094205,1,1.01884,5,3,0.500009,6.5,0,0,0,0,5.75,2.5,2,7,5.00105,3.00022,0.50072,6.50116,5.79732,3.13197,3.17642,10.3386,
2.8,5,3,7,7,1.18989,0.0764792,1.10813,1.25187,6.5,0,6.5,6.5,0.321302,0.400734,0,0.75,9.57143,4.39155,7,16,6.50116,0,6.50116,6.50116,4.88561,1.46993,2.71214,6.73,
2.8,7,3,7,5,1.1365,0.139606,0.928572,1.32241,5.3,2.68328,0.500009,6.5,0,0,0,0,7.4,0.894427,7,9,5.30107,2.68348,0.50072,6.50116,5.59814,1.34053,3.49785,6.92642,
2.8,12,4,8,5,1.24027,0.141511,1.00098,1.37598,6.5,0,6.5,6.5,0.15,0.33541,0,0.75,10.4,3.1305,9,16,6.50116,0,6.50116,6.50116,4.34071,3.3726,2.76571,10.3729,
2.8,15,5,8,2,27.6621,11.3131,19.6626,35.6617,6.5,0,6.5,6.5,23.7496,11.3131,15.75,31.7491,16,0,16,16,6.50116,0,6.50116,6.50116,27.9264,14.3442,17.7836,38.0693,
2.8,17,6,8,5,1.29384,0.164925,1.05455,1.51884,6.5,0,6.5,6.5,0.05,0.111803,0,0.25,10.4,3.1305,9,16,6.50116,0,6.50116,6.50116,5.99071,1.07132,5.03357,7.83714,
2.8,20,6,8,1,1.03571,0,1.03571,1.03571,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,108.607,0,108.607,108.607,
2.8,2,4,9,3,1.07241,0.0927877,1.01884,1.17955,11.5,0,11.5,11.5,0,0,0,0,7,0,7,7,11.5012,0,11.5012,11.5012,4.09309,1.4077,3.15857,5.71214,
2.8,4,3,9,5,1.23273,0.154908,1.00098,1.42857,7.1,6.02494,0.500009,11.5,0,0,0,0,7.8,1.09545,7,9,7.10099,6.02519,0.50072,11.5012,13.2448,11.1074,4.92643,29.4993,
2.8,10,5,9,2,2.21527,0.176777,2.09027,2.34027,6.5,0,6.5,6.5,0.125,0.176777,0,0.25,16,0,16,16,6.50116,0,6.50116,6.50116,111.025,37.0347,84.8371,137.212,
2.8,8,4,2,3,1.25,0.386721,1.01786,1.69643,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,14.4814,18.2778,2.90998,35.5528,
2.8,9,2,2,10,1.22679,0.148939,1.08929,1.41071,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,39.4821,38.1601,2.89286,106.946,
2.8,18,6,2,5,1.16071,0.209774,1.01786,1.48214,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,5.72784,0.560356,4.74927,6.17784,
2.8,19,6,2,5,1.26786,0.206711,1.08929,1.57143,0.400007,0.223611,0,0.500009,0,0,0,0,7.6,3.1305,2,9,0.400576,0.223929,0,0.50072,5.84227,2.75928,4.39213,10.7679,
2.8,3,2,5,6,1.22321,0.0418794,1.16071,1.25,0.416674,0.204128,0,0.500009,0,0,0,0,9,0,9,9,0.417267,0.204418,0,0.50072,3.81189,2.16577,2.90998,8.23214,
2.8,6,3,5,4,1.14732,0.0803565,1.10714,1.26786,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,3.36088,0.731834,2.74927,4.37427,
2.8,14,5,5,4,1.20089,0.114225,1.10714,1.33929,0.125002,0.250005,0,0.500009,0,0,0,0,9,0,9,9,0.12518,0.25036,0,0.50072,14.607,7.52208,7.64286,25.1421,
2.8,16,5,5,5,1.20377,0.334083,0.964286,1.76786,1.3,2.90689,0,6.5,0.0964286,0.215621,0,0.482143,10.4,3.1305,9,16,1.30023,2.90741,0,6.50116,10.8674,5.31936,6.48,18.3393,
2.8,13,5,6,8,7.09261,9.15235,1.1617,26.9474,6.5,0,6.5,6.5,0.249889,0.706792,0,1.99911,2,0,2,2,6.50116,0,6.50116,6.50116,113.192,24.9267,74.9621,139.48,
2.9,1,4,7,7,1.11578,0.189784,1.01884,1.51884,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,8.96214,8.57807,2.90857,23.1764,
2.9,5,3,7,6,1.10813,0.0964946,0.947413,1.25098,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,7.62583,2.09111,4.12286,10.2657,
2.9,7,3,7,6,1.32256,0.258528,1.14384,1.82241,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,7.69116,2.36938,3.71214,10.1577,
2.9,12,4,8,6,1.53967,0.314695,1.35813,2.17955,6.5,0,6.5,6.5,0,0,0,0,9,0,9,9,6.50116,0,6.50116,6.50116,4.23595,1.37441,3.24785,6.89071,
2.9,15,5,8,8,1.39161,0.312144,1.07241,2.09027,6.5,0,6.5,6.5,0,0,0,0,9,0,9,9,6.50116,0,6.50116,6.50116,12.0224,9.22821,6.37286,32.7479,
2.9,17,6,8,6,1.29563,0.125636,1.21527,1.5367,6.5,0,6.5,6.5,0,0,0,0,9,0,9,9,6.52474,0.025829,6.50116,6.54832,4.24511,0.982414,2.94428,4.98,
2.9,20,6,8,10,1.30922,0.149406,1.10714,1.53571,1.95,3.1398,0,6.5,0,0,0,0,9,0,9,9,1.95035,3.14036,0,6.50116,108.844,76.4312,4.78357,197.893,
2.9,2,4,9,6,1.15574,0.0145802,1.12598,1.1617,11.5,0,11.5,11.5,0,0,0,0,7,0,7,7,11.5012,0,11.5012,11.5012,6.27464,6.29576,3.01571,19.0336,
2.9,4,3,9,3,2.01289,1.28873,1.26884,3.50098,11.5,0,11.5,11.5,0,0,0,0,7,0,7,7,11.5012,0,11.5012,11.5012,27.6943,24.6289,10.9979,55.98,
2.9,10,5,9,3,2.50098,0.380068,2.09027,2.84027,6.5,0,6.5,6.5,0.172619,0.149759,0,0.267857,16,0,16,16,6.50116,0,6.50116,6.50116,172.426,12.0002,160.462,184.462,
2.9,8,4,2,1,1.69643,0,1.69643,1.69643,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,33.8564,0,33.8564,33.8564,
2.9,9,2,2,6,6.49107,9.45205,0.82143,24.5179,0,0,0,0,3.17262,4.34015,0,9.42857,9,0,9,9,0,0,0,0,3.23809,0.793683,2.67857,4.64286,
2.9,18,6,2,6,1.14286,0.0837568,1.08929,1.26786,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,3.48439,0.78737,2.76713,4.98141,
2.9,19,6,2,7,1.35204,0.100336,1.125,1.39286,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,3.21101,0.813002,2.73141,4.40999,
2.9,3,2,5,6,1.21429,0.0964947,1.01786,1.26786,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,3.27903,0.812503,2.89213,4.92784,
2.9,6,3,5,1,1.10714,0,1.10714,1.10714,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,5.15998,0,5.15998,5.15998,
2.9,14,5,5,7,1.31633,0.264003,1.01786,1.60714,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,9.18112,5.11167,5.98214,19.9107,
