Time,ueId,assoCell,compCell,taskCount, upWlMea,upWlStd,upWlMin,upWlMax,upWdMea,upWdStd,upWdMin,upWdMax,queMea,queStd,queMin,queMax,compMea, compStd, compMin, compMax,dnWdMea, dnWdStd, dnWdMin, dnWdMax,dnWlMea,dnWlStd, dnWlMin, dnWlMax
2.9,18,6,4,6,1.08929,0,1.08929,1.08929,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,3.30284,0,3.30284,3.30284,
2.9,1,4,5,6,1.1369,0.0949401,0.946427,1.19643,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,5.91891,0.614426,4.76713,6.40999,
2.9,12,4,5,6,1.03869,0.0327649,1.01786,1.08929,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,6.62725,0.344308,5.99927,6.90998,
2.9,20,6,5,7,1.25,0,1.25,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,3.53498,0.283473,3.42784,4.17784,
2.9,4,2,6,6,1.2619,0.00922132,1.25,1.26786,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,2.89808,0.00922132,2.89213,2.90998,
2.9,19,6,6,6,1.03869,0.00729009,1.03571,1.05357,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,2.88988,0.00729009,2.875,2.89286,
3,2,4,7,6,1.07241,0,1.07241,1.07241,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,3.17642,0,3.17642,3.17642,
3,15,5,7,6,1.10813,0,1.10813,1.10813,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,3.12285,0,3.12285,3.12285,
3,7,3,8,7,1.28925,0.0821089,1.21527,1.37598,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,2.79887,0.0821089,2.71214,2.87285,
3,9,2,8,6,1.1111,0.00729009,1.10813,1.12599,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,3.21511,0.103766,3.15857,3.42642,
3,10,4,8,6,2.01884,0,2.01884,2.01884,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,5.71512,0.3332,5.19428,6.24785,
3,3,2,9,6,1.16468,0.00729009,1.1617,1.17956,11.5,0,11.5,11.5,0,0,0,0,2,0,2,2,11.5012,0,11.5012,11.5012,2.86988,0.00729009,2.855,2.87285,
3,5,3,2,6,1.51786,0.0553279,1.48214,1.58929,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,2.8207,0.0553279,2.74927,2.85641,
3,14,5,2,6,1.10714,0,1.10714,1.10714,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,5.81177,0.109352,5.76713,6.03498,
3,16,5,2,6,1.07143,0,1.07143,1.07143,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,5.3832,0.0656116,5.35641,5.51713,
3,6,3,3,6,1.30357,0,1.30357,1.30357,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,4.78572,1.00604,4.375,6.83929,
3,13,5,3,6,1.19643,0,1.19643,1.19643,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,5.23141,0,5.23141,5.23141,
3,8,3,4,6,1.19345,0.0717991,1.16071,1.33929,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,4.48439,0.116506,4.40998,4.65998,
3,17,6,4,6,1.25595,0.150537,1.10714,1.51786,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,2.76713,0.105341,2.62427,2.89213,
3,18,6,4,6,1.09226,0.00729009,1.08929,1.10714,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,3.34153,0.094772,3.30284,3.53498,
3,1,4,5,7,1.1403,0.0883454,0.946427,1.19643,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,5.29009,0.187773,4.99927,5.64213,
3,12,4,5,6,1.01488,0.00729009,1,1.01786,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,5.73439,0.352183,5.40998,6.42784,
3,20,6,5,6,1.25,0,1.25,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,4.63617,0.305491,4.17784,5.14213,
3,19,6,6,7,1.03571,0,1.03571,1.03571,0,0,0,0,0,0,0,0,2.28571,0.755929,2,4,0,0,0,0,2.89286,0,2.89286,2.89286,
3.1,7,3,7,5,1.27241,0.0792577,1.1617,1.34027,6.5,0,6.5,6.5,0,0,0,0,4.6,1.34164,4,7,6.50116,0,6.50116,6.50116,5.14071,2.39196,2.87285,7.98,
3.1,19,6,7,4,1.10813,0.0785167,1.01884,1.19741,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,4.81928,0.243538,4.64071,5.17642,
3.1,1,4,2,4,1.26786,0.1656,1.10714,1.41071,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,15.3609,3.09471,11.16,18.4457,
3.1,2,4,2,4,1.30357,0.26285,1.14286,1.69643,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,12.7671,3.43183,8.89213,15.8743,
3.1,14,5,2,7,1.15306,0.098272,1,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,8.42857,0.9759,7,9,0.50072,0,0.50072,0.50072,4.42019,0.79485,3.62427,5.76713,
3.1,20,6,2,6,1.28274,0.387861,0.874999,2,0.500009,0,0.500009,0.500009,0,0,0,0,8.66667,0.816497,7,9,0.50072,0,0.50072,0.50072,4.46058,1.28261,3.15998,6.3207,
3.1,5,3,3,6,1.23214,0.162882,1.01786,1.48214,0.0833348,0.204128,0,0.500009,0,0,0,0,8.66667,0.816497,7,9,0.0834533,0.204418,0,0.50072,4.77666,1.22543,2.85641,6.39286,
3.1,9,4,3,2,1.62549,0.731663,1.10813,2.14286,3.5,4.24263,0.500009,6.5,0,0,0,0,8,1.41421,7,9,3.50094,4.24295,0.50072,6.50116,10.8914,10.9107,3.17642,18.6064,
3.1,10,4,3,5,1.38591,0.372559,1.14286,2.01884,1.70001,2.68328,0.500009,6.5,0,0,0,0,8.6,0.894427,7,9,1.70081,2.68348,0.50072,6.50116,12.6026,4.36173,5.71214,16.0707,
3.1,18,6,3,6,1.25,0.0790563,1.08929,1.28571,0.500009,0,0.500009,0.500009,0,0,0,0,8.66667,0.816497,7,9,0.50072,0,0.50072,0.50072,3.65106,0.83824,2.99927,5.23141,
3.1,3,2,4,5,1.08929,0,1.08929,1.08929,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,2.90998,0,2.90998,2.90998,
3.1,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.1,12,4,4,5,1.52143,0.400374,1.01786,2.10714,0.100002,0.223611,0,0.500009,0,0,0,0,8.6,0.894427,7,9,0.100144,0.223929,0,0.50072,14.9856,5.83577,5.64213,20.3929,
3.1,17,6,4,6,1.13095,0.0729009,1.08929,1.26786,0.500009,0,0.500009,0.500009,0,0,0,0,8.66667,0.816497,7,9,0.50072,0,0.50072,0.50072,4.2076,1.10528,2.73141,5.0707,
3.1,6,3,5,3,1.20238,0.107638,1.08929,1.30357,0.333339,0.28868,0,0.500009,0,0,0,0,6,1.73205,4,7,0.333813,0.289091,0,0.50072,10.1305,4.13459,5.375,12.8743,
3.1,8,3,5,5,1.15714,0.0387139,1.08929,1.17857,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,6.21356,1.74768,4.5707,8.24927,
3.1,13,5,5,7,1.06888,0.0871332,1.01786,1.19643,0.0714299,0.188986,0,0.500009,0,0,0,0,6.57143,1.13389,4,7,0.0715314,0.189254,0,0.50072,3.73459,0.712424,3,5.23141,
3.1,15,5,6,5,1.18571,0.0239577,1.14286,1.19643,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,3.09213,0.214806,2.78498,3.24927,
3.1,16,5,6,6,1.23214,0.0790563,1.07143,1.26786,0.500009,0,0.500009,0.500009,0,0,0,0,4.5,1.22474,4,7,0.50072,0,0.50072,0.50072,4.06475,0.661984,3.65998,5.35641,
3.2,7,3,7,7,1.32751,0.00871332,1.32241,1.34027,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,6.54377,0.519073,5.99785,7.39071,
3.2,19,6,7,6,1.2242,0.110512,1.1617,1.44741,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,7.04547,1.75545,4.37286,8.92643,
3.2,1,4,2,6,1.47917,0.211716,1.14286,1.66071,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,18.3802,1.40024,15.6421,19.4278,
3.2,2,4,2,7,1.32398,0.307819,0.946427,1.91071,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,14.711,1.46263,11.5886,15.9278,
3.2,14,5,2,5,1.34643,0.521477,0.982143,2.25,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,11.61,5.82621,7.83856,21.7314,
3.2,20,6,2,4,1.625,0.609415,1.14286,2.41071,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,24.1019,16.3392,4.98141,44.035,
3.2,5,3,3,6,1.50595,0.484145,1.01786,2.25,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,6.20833,1.59138,4.42857,8.44643,
3.2,9,4,3,3,1.75595,0.283661,1.42857,1.92857,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,77.2969,31.0359,46.3207,108.392,
3.2,10,4,3,6,1.23809,0.203498,0.910713,1.42857,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,15.1987,0.945344,13.6064,16.16,
3.2,18,6,3,6,1.27976,0.00922132,1.26786,1.28571,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,6.46653,1.22305,4.73141,8.42784,
3.2,3,2,4,6,1.08929,0,1.08929,1.08929,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,2.90998,0,2.90998,2.90998,
3.2,11,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3168.7,17.5514,3156.29,3181.11,
3.2,12,4,4,6,1.69345,0.428038,1.17857,2.17857,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,25.3542,1.61271,23.2321,27.6786,
3.2,17,6,4,6,1.22619,0.159985,1.08929,1.51786,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,6.47844,1.39283,4.90998,8.85641,
3.2,6,3,5,7,1.23469,0.191338,1.07143,1.57143,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,8.02988,1.09874,7.14213,10.3921,
3.2,8,3,5,7,1.19898,0.126449,1.08929,1.35714,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,7.22631,0.62011,6.17784,8.12427,
3.2,13,5,5,5,1.25714,0.186262,1.01786,1.44643,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,13.1536,5.78241,8.5,19.5714,
3.2,15,5,6,6,1.23809,0.102062,1.19643,1.44643,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,9.81177,5.67928,2.73141,20.16,
3.2,16,5,6,6,1.42857,0.135526,1.26786,1.67857,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,3.87129,0.682733,2.76713,4.67784,
3.3,7,3,7,6,1.32539,0.0134423,1.30455,1.34027,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,7.61095,0.336296,7.39071,8.23,
3.3,19,6,7,7,1.12598,0.161044,1.01884,1.44741,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,5.53102,2.02625,4.64071,10.1229,
3.3,1,4,2,7,1.29592,0.132375,1.14286,1.41071,0.500009,0,0.500009,0.500009,0,0,0,0,7.57143,0.9759,7,9,0.50072,0,0.50072,0.50072,14.5171,1.32609,11.8921,15.7136,
3.3,2,4,2,6,1.19047,0.163923,0.92857,1.44643,0.500009,0,0.500009,0.500009,0,0,0,0,7.33333,0.816497,7,9,0.50072,0,0.50072,0.50072,13.6064,1.91513,9.73141,14.7136,
3.3,14,5,2,7,9,13.4835,1.07143,35.5,0.500013,7.08116e-06,0.500009,0.500027,4.05867,5.5469,0,14,7.28571,0.755929,7,9,0.50072,0,0.50072,0.50072,5.2008,2.61804,3.24927,10.8207,
3.3,5,3,3,6,1.2619,0.158383,1,1.5,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,5.98214,0.932136,4.85714,7.41071,
3.3,9,4,3,7,1.66071,0.492935,1.16071,2.39286,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,100.446,14.6156,87.1421,127.017,
3.3,10,4,3,6,1.78274,0.665898,0.892856,2.89286,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,18.5767,4.76695,11.3207,24.3564,
3.3,18,6,3,6,1.28274,0.00729009,1.26786,1.28571,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,3.02308,0.714435,2.73141,4.48141,
3.3,3,2,4,6,1.08929,0,1.08929,1.08929,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,2.90998,0,2.90998,2.90998,
3.3,11,4,4,5,2.01786,0.462048,1.35714,2.625,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,20.7107,3.67218,17.125,25.8393,
3.3,12,4,4,7,1.29592,0.374128,0.910713,1.89286,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,15.449,2.02079,14.2143,20,
3.3,17,6,4,7,1.14796,0.0748535,1.08929,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,5.4457,1.6786,4.71356,9.24927,
3.3,6,3,5,6,1.32738,0.144043,1.07143,1.51786,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,11.404,0.623587,10.4814,12.16,
3.3,8,3,5,6,1.13988,0.107391,1.07143,1.35714,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,7.81772,0.467082,7.17784,8.60642,
3.3,13,5,5,7,1.17092,0.0599892,1.03571,1.19643,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,3.73725,2.35497,2.73214,9.07143,
3.3,15,5,6,6,1.26786,0.183851,1.17857,1.64286,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,19.41,7.26013,9.24927,30.2493,
3.3,16,5,6,6,1.50893,0.131587,1.41071,1.67857,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,3.61534,0.728497,2.71356,4.51713,
3.4,15,6,8,5,1.2615,0.0836188,1.1617,1.32241,5.3,2.68328,0.500009,6.5,0,0,0,0,2.4,0.894427,2,4,5.30107,2.68348,0.50072,6.50116,7.71599,10.6375,2.73,26.7314,
3.4,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.4,12,4,9,5,1.77916,0.327733,1.375,2.16071,6.9,6.29881,0,11.5,0,0,0,0,7.8,1.09545,7,9,6.9007,6.29945,0,11.5012,6.63443,4.85249,2.99785,14.3929,
3.4,19,6,9,3,1.06646,0.0412401,1.01884,1.09027,9.83333,2.88675,6.5,11.5,0,0,0,0,6,1.73205,4,7,9.8345,2.88675,6.50116,11.5012,11.3371,7.93739,4.81928,20.1764,
3.4,3,2,2,6,1.125,0.0951635,0.946427,1.19643,0.0833348,0.204128,0,0.500009,0,0,0,0,4.83333,2.04124,4,9,0.0834533,0.204418,0,0.50072,10.0296,3.55575,2.90998,12.4107,
3.4,17,6,2,5,1.39643,0.168179,1.25,1.66071,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,2.7957,0.0880261,2.73141,2.89213,
3.4,5,3,3,6,1.17857,0.131708,1,1.26786,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,4.52381,1.65329,2.73214,6.57143,
3.4,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.4,13,5,3,6,1.3244,0.123932,1.07143,1.375,0.416674,0.204128,0,0.500009,0,0,0,0,8.66667,0.816497,7,9,0.417267,0.204418,0,0.50072,2.74642,0.0367481,2.73141,2.82143,
3.4,16,5,3,6,1.14583,0.138512,1.08929,1.42857,0.500009,0,0.500009,0.500009,0,0,0,0,8.16667,2.04124,4,9,0.50072,0,0.50072,0.50072,3.13022,0.539472,2.90998,4.23141,
3.4,8,3,4,6,1.23809,0.113875,1.08929,1.33929,0.500009,0,0.500009,0.500009,0,0,0,0,4.5,1.22474,4,7,0.50072,0,0.50072,0.50072,4.42487,2.3078,2.6957,8.74927,
3.4,14,5,4,6,1.10119,0.0145802,1.07143,1.10714,0.500009,0,0.500009,0.500009,0,0,0,0,4.5,1.22474,4,7,0.50072,0,0.50072,0.50072,3.10046,0.46657,2.90998,4.05284,
3.4,2,2,5,2,1.38393,0.315673,1.16071,1.60714,0.500009,0,0.500009,0.500009,0,0,0,0,9.5,3.53553,7,12,0.50072,0,0.50072,0.50072,13.2671,1.54048,12.1778,14.3564,
3.4,6,4,5,6,1.69643,0.387957,1.08929,2.10714,0.500009,0,0.500009,0.500009,0,0,0,0,11.1667,2.04124,7,12,0.50072,0,0.50072,0.50072,8.3951,9.59421,2.71356,26.66,
3.4,9,4,5,7,5.54847,8.60726,1.07143,24.1786,0.50001,3.40168e-06,0.500009,0.500018,2.78826,4.21341,0,8.99999,9.42857,1.13389,9,12,0.50072,0,0.50072,0.50072,64.6192,28.6833,2.90998,88.3921,
3.4,10,3,5,2,1.74107,0.189404,1.60714,1.875,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,56.3296,14.6598,45.9636,66.6957,
3.4,18,6,5,5,1.08929,0.166082,0.946427,1.28571,0.500009,0,0.500009,0.500009,0,0,0,0,11.4,1.34164,9,12,0.50072,0,0.50072,0.50072,2.80641,0.102891,2.73141,2.92784,
3.4,4,2,6,5,1.19643,0.110079,1,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,11.035,0.929344,9.64213,12.0886,
3.4,7,3,6,5,1.30714,0.0850788,1.21429,1.375,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,3.34927,1.15449,2.74927,5.40999,
3.5,15,6,8,6,1.32241,0,1.32241,1.32241,6.5,0,6.5,6.5,0,0,0,0,2,0,2,2,6.50116,0,6.50116,6.50116,6.02762,5.96637,2.73,17.9979,
3.5,1,2,9,4,1.37127,0.37259,1.16071,1.92955,8.75,5.5,0.500009,11.5,0,0,0,0,7,0,7,7,8.75105,5.50022,0.50072,11.5012,33.833,52.7775,7.355,112.999,
3.5,12,4,9,4,1.39384,0.25,1.26884,1.76884,11.5,0,11.5,11.5,0,0,0,0,7,0,7,7,11.5012,0,11.5012,11.5012,10.4755,7.64043,4.49785,21.6764,
3.5,19,6,9,7,1.23313,0.0944911,1.01884,1.26884,11.5,0,11.5,11.5,0,0,0,0,7,0,7,7,11.5012,0,11.5012,11.5012,3.46724,0.806392,2.71214,4.64071,
3.5,3,2,2,6,1.20833,0.304445,1.01786,1.80357,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,7.0744,2.29811,3.625,9.64286,
3.5,17,6,2,6,1.35714,0.0618585,1.26786,1.41071,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,2.78498,0.0618585,2.73141,2.87427,
3.5,5,3,3,7,1.29592,0.0903844,1.25,1.5,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,2.79847,0.159957,2.73214,3.16072,
3.5,11,2,3,3,1.80952,0.70628,1.39286,2.625,0.16667,0.28868,0,0.500009,0,0,0,0,9,0,9,9,0.166907,0.289091,0,0.50072,92.0771,76.417,3.9457,139.911,
3.5,13,5,3,1,1.375,0,1.375,1.375,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,65.6421,0,65.6421,65.6421,
3.5,16,5,3,6,1.0625,0.144521,0.82143,1.26786,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,4.97248,1.91772,2.67784,7.21356,
3.5,8,3,4,6,1.26191,0.167006,1.16071,1.57143,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,3.41594,0.692034,2.71356,4.40998,
3.5,14,5,4,7,1.40306,0.345473,1.10714,1.85714,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,5.39978,2.40068,2.90998,8.92784,
3.5,2,2,5,6,1.10714,0,1.10714,1.10714,0.500009,0,0.500009,0.500009,0,0,0,0,12,0,12,12,0.50072,0,0.50072,0.50072,6.8951,2.04838,3.87427,9.40999,
3.5,6,4,5,6,1.4375,0.291406,1.10714,1.78571,0.500009,0,0.500009,0.500009,0,0,0,0,12,0,12,12,0.50072,0,0.50072,0.50072,9.85344,7.93659,2.65998,20.2493,
3.5,9,4,5,3,1.72024,0.242445,1.57143,2,0.500009,0,0.500009,0.500009,0,0,0,0,12,0,12,12,0.50072,0,0.50072,0.50072,22.6183,17.6707,2.89213,36.9993,
3.5,10,3,5,6,8.09524,8.87841,1.26786,20.2679,0.500011,3.67423e-06,0.500009,0.500018,7.33333,5.75519,0,12,12,0,12,12,0.50072,0,0.50072,0.50072,5.38022,1.2942,3.89213,7.0707,
3.5,18,6,5,7,1.12245,0.164774,0.946427,1.26786,0.500009,0,0.500009,0.500009,0,0,0,0,12,0,12,12,0.50072,0,0.50072,0.50072,2.87172,0.229015,2.67784,3.1957,
3.5,4,2,6,7,1.24745,0.241441,1,1.58929,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,4.67019,1.82207,3.03498,8.08856,
3.5,7,3,6,6,1.27381,0.0922132,1.21429,1.39286,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,3.57963,0.949069,2.62427,4.90998,
3.6,15,6,8,5,1.34027,0.147253,1.1617,1.57241,6.5,0,6.5,6.5,0,0,0,0,2,0,2,2,6.50116,0,6.50116,6.50116,13.1479,7.50756,4.73,19.1586,
3.6,1,2,9,6,1.27182,0.115406,1.19741,1.42955,11.5,0,11.5,11.5,0,0,0,0,5.5,1.64317,4,7,11.5012,0,11.5012,11.5012,12.9354,2.21549,8.89071,15.105,
3.6,19,6,9,5,1.30098,0.299979,0.929556,1.76884,11.5,0,11.5,11.5,0,0,0,0,5.2,1.64317,4,7,11.5012,0,11.5012,11.5012,4.67285,2.07629,2.96214,7.96214,
3.6,3,2,2,6,1.13393,0.0901734,1.01786,1.19643,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,11.3155,1.09368,9.39286,12.7143,
3.6,17,6,2,7,1.32143,0.0757608,1.23214,1.41071,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,2.88958,0.224562,2.73141,3.37427,
3.6,5,3,3,6,1.26488,0.316715,0.982143,1.85714,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,5.6369,0.806515,4.21429,6.26786,
3.6,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.6,13,5,3,11,3.59578,5.82506,1.10714,20.8571,0.50001,2.7136e-06,0.500009,0.500018,1.31656,3.03294,0,8.99999,9,0,9,9,0.50072,0,0.50072,0.50072,52.1373,29.2766,6.98141,97.6243,
3.6,16,5,3,6,1.19048,0.216555,0.82143,1.46429,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,7.59153,2.26417,3.1957,9.1957,
3.6,8,3,4,7,1.32143,0.138704,1.16071,1.57143,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,4.93039,1.61895,2.87427,7.1957,
3.6,14,5,4,4,1.15625,0.23391,1,1.5,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,18.6466,9.7038,10.535,31.7671,
3.6,2,2,5,6,1.34226,0.371397,1.08929,1.83929,0.500009,0,0.500009,0.500009,0,0,0,0,12,0,12,12,0.50072,0,0.50072,0.50072,12.2106,1.33723,9.67784,13.66,
3.6,6,4,5,6,1.13095,0.10392,1.05357,1.33929,0.500009,0,0.500009,0.500009,0,0,0,0,12,0,12,12,0.50072,0,0.50072,0.50072,6.24927,2.72053,2.74927,9.3207,
3.6,9,4,5,2,22,11.3137,14,30,0.500013,6.36396e-06,0.500009,0.500018,6,8.48528,0,12,12,0,12,12,0.50072,0,0.50072,0.50072,32.5439,2.18446,30.9993,34.0886,
3.6,10,3,5,4,10.0848,11.4884,1.73214,26.2321,0.500009,0,0.500009,0.500009,10.1473,7.03448,0,16.2321,12,0,12,12,0.50072,0,0.50072,0.50072,18.4903,13.7684,8.39213,37.785,
3.6,18,6,5,6,1.11012,0.181202,0.946427,1.32143,0.500009,0,0.500009,0.500009,0,0,0,0,12,0,12,12,0.50072,0,0.50072,0.50072,2.90106,0.307796,2.67784,3.35641,
3.6,4,2,6,5,1.29643,0.210381,1,1.5,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,10.0457,2.64628,5.35642,11.8207,
3.6,7,3,6,6,1.45536,0.179906,1.35714,1.82143,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,5.17784,1.56903,2.96356,7.21356,
3.7,4,2,7,5,1.50773,0.4188,1,2.0367,4.1,3.28633,0.500009,6.5,0,0,0,0,7,2.73861,4,9,4.10099,3.28658,0.50072,6.50116,5.38414,3.80069,2.76571,11.3743,
3.7,8,3,7,4,1.25098,0,1.25098,1.25098,6.5,0,6.5,6.5,0,0,0,0,9,0,9,9,6.50116,0,6.50116,6.50116,2.90857,0,2.90857,2.90857,
