Time,ueId,assoCell,compCell,taskCount, upWlMea,upWlStd,upWlMin,upWlMax,upWdMea,upWdStd,upWdMin,upWdMax,queMea,queStd,queMin,queMax,compMea, compStd, compMin, compMax,dnWdMea, dnWdStd, dnWdMin, dnWdMax,dnWlMea,dnWlStd, dnWlMin, dnWlMax
2.2,4,2,3,11,5.80519,9.70021,1.25,32.0179,0.50001,2.7136e-06,0.500009,0.500018,0.636363,2.11058,0,6.99999,7,0,7,7,0.50072,0,0.50072,0.50072,188.929,40.9482,121.356,241.142,
2.2,10,4,3,7,1.16326,0.243632,0.910713,1.625,0.357149,0.243979,0,0.500009,0,0,0,0,9,0,9,9,0.357657,0.244326,0,0.50072,6.01479,1.62683,4.87427,9.53571,
2.2,13,5,3,7,2.84694,4.25812,1.125,12.5,0.500009,0,0.500009,0.500009,0,0,0,0,8.42857,0.9759,7,9,0.50072,0,0.50072,0.50072,7.48652,8.2345,2.6957,25.6064,
2.2,12,4,4,6,1.38393,0.431648,1.03571,1.98214,0.0833348,0.204128,0,0.500009,0,0,0,0,6.16667,2.04124,2,7,0.0834533,0.204418,0,0.50072,3.28857,0.292498,3.03571,3.82143,
2.2,18,6,4,5,1.075,0.00798589,1.07143,1.08929,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,2.90641,0.00798589,2.89213,2.90998,
2.2,19,2,4,10,1.25357,0.153566,0.946429,1.41071,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,51.7332,36.6422,6.10642,102.856,
2.2,2,4,5,4,1.08482,0.0089285,1.07143,1.08929,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,3.42338,1.07454,2.87427,5.03498,
2.2,7,3,5,5,5.28214,8.01419,0.982143,19.5,0.500011,4.02492e-06,0.500009,0.500018,2.70357,4.02692,0,8.99999,9,0,9,9,0.50072,0,0.50072,0.50072,5.23141,1.94708,3.14213,8.21356,
2.2,11,4,5,6,1.13988,0.154613,0.946429,1.28571,0.500009,0,0.500009,0.500009,0,0,0,0,8.66667,0.816497,7,9,0.50072,0,0.50072,0.50072,5.48737,1.06118,4.73141,7.42784,
2.2,16,5,5,6,1.36607,0.194224,1.19643,1.69643,0.0833348,0.204128,0,0.500009,0,0,0,0,8.66667,0.816497,7,9,0.0834533,0.204418,0,0.50072,3.14274,0.988349,2.73214,5.15998,
2.2,5,3,6,5,1.22857,0.0782455,1.08929,1.26786,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,5.55284,1.29104,3.90998,6.89213,
2.3,8,3,7,6,1.39979,0.0949401,1.34027,1.59027,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,3.75678,1.37714,2.62285,6.14071,
2.3,15,2,7,6,1.33729,0.161867,1.21527,1.62598,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,7.44726,0.765604,6.31928,8.31928,
2.3,17,6,7,6,1.01884,0,1.01884,1.01884,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,2.90857,0,2.90857,2.90857,
2.3,6,3,8,3,1.27479,0.103097,1.21527,1.39384,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,25.4919,16.0003,9.55143,41.5514,
2.3,14,5,8,6,1.25991,0.100857,1.21527,1.46527,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,3.70321,0.440569,3.12285,4.37285,
2.3,3,2,9,6,1.18551,0.125085,1.05455,1.37599,11.5,0,11.5,11.5,0,0,0,0,2,0,2,2,11.5012,0,11.5012,11.5012,4.42642,0.833376,3.44428,5.64071,
2.3,9,3,2,5,3.85,5.03796,1.14286,12.8214,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,11.3457,7.2924,6.14213,23.8207,
2.3,1,4,3,6,1.34226,0.186063,1.125,1.625,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,5.75522,1.29784,3.98141,7.96356,
2.3,4,2,3,6,1.16369,0.236205,0.75,1.35714,0.500009,0,0.500009,0.500009,2.21131,5.41658,0,13.2679,8.66667,0.816497,7,9,0.50072,0,0.50072,0.50072,25.9011,44.5723,6.85642,116.874,
2.3,10,4,3,5,1.42143,0.3575,1.16071,1.83929,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,6.61356,1.02788,5.48141,7.73141,
2.3,13,5,3,5,1.15,0.114062,0.946429,1.21429,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,5.01713,1.30479,3.89213,6.67784,
2.3,12,4,4,5,1.16071,0.0282344,1.125,1.19643,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,10.2536,8.91538,3.07143,20.1071,
2.3,18,6,4,7,1.07143,0,1.07143,1.07143,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,2.90998,0,2.90998,2.90998,
2.3,19,2,4,6,1.1994,0.200578,0.964286,1.5,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,13.0231,7.12744,6.78498,24.4814,
2.3,2,4,5,6,1.06845,0.133829,0.82143,1.23214,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,4.58558,1.04194,3.37427,5.92784,
2.3,7,3,5,6,1.14881,0.130573,0.982143,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,3.93975,1.81788,2.73141,6.83856,
2.3,11,4,5,6,1.1994,0.198018,0.946429,1.46429,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,5.76415,1.05972,4.17784,6.6957,
2.3,16,5,5,6,1.44643,0.273861,1.19643,1.69643,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,2.77679,0.109352,2.73214,3,
2.3,5,3,6,6,1.15179,0.0901734,1.08929,1.26786,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,5.04094,1.79329,2.83856,7.14213,
2.4,8,3,7,6,1.52777,0.263355,1.34027,1.87598,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,9.78059,3.70735,3.03357,12.8907,
2.4,15,2,7,6,1.33432,0.0922132,1.21527,1.39384,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,8.7925,5.53539,5.05143,19.6586,
2.4,17,6,7,7,1.09282,0.157854,1.01884,1.44741,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,2.90857,0.134027,2.73,3.17642,
2.4,6,3,8,7,66.0947,39.504,1.39384,116.876,6.5,0,6.5,6.5,8.56952,7.80547,0,19.9956,4,0,4,4,6.50116,0,6.50116,6.50116,29.0106,41.2897,3.71214,119.962,
2.4,14,5,8,7,1.27649,0.128297,1.17956,1.5367,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.51045,0.024573,6.50116,6.56618,3.14163,0.450649,2.76571,4.12285,
2.4,3,2,9,5,1.14741,0.0931312,1.05455,1.30455,11.5,0,11.5,11.5,0,0,0,0,2,0,2,2,11.5012,0,11.5012,11.5012,11.8371,8.08012,3.67642,20.7121,
2.4,9,3,2,1,13.0357,0,13.0357,13.0357,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,64.7671,0,64.7671,64.7671,
2.4,1,4,3,7,1.26531,0.124757,1.125,1.39286,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,11.1345,6.47487,4.23141,19.91,
2.4,4,2,3,6,1.30952,0.10017,1.10714,1.35714,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,9.09451,5.48047,4.98141,19.3921,
2.4,10,4,3,5,12.1107,15.1622,0.92857,35.4821,0.500014,8.04984e-06,0.500009,0.500027,5.39999,8.04984,0,18,9,0,9,9,0.50072,0,0.50072,0.50072,10.3957,5.94677,4.08856,19.9993,
2.4,13,5,3,7,1.35969,0.319343,1.125,2.01786,0.500009,0,0.500009,0.500009,0,0,0,0,9,0,9,9,0.50072,0,0.50072,0.50072,8.40233,6.14069,5.40998,22.2671,
2.4,12,4,4,7,1.21173,0.104851,1.14286,1.44643,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,6.47449,6.05283,3.14286,19.7679,
2.4,18,6,4,6,1.10119,0.0729009,1.07143,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,3.46356,0.617661,2.90998,4.23141,
2.4,19,2,4,1,1.51786,0,1.51786,1.51786,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,42.6957,0,42.6957,42.6957,
2.4,7,3,5,6,1.66964,0.287217,1.25,2,0.500009,0,0.500009,0.500009,0,0,0,0,7.33333,0.816497,7,9,0.50072,0,0.50072,0.50072,10.9219,3.96134,4.9457,14.6421,
2.4,11,4,5,6,1.44048,0.560688,0.910715,2.51786,0.500009,0,0.500009,0.500009,0,0,0,0,7.33333,0.816497,7,9,0.50072,0,0.50072,0.50072,6.92784,2.60063,4.51713,11.8921,
2.4,16,5,5,7,1.41071,0.303746,1.19643,1.94643,0,0,0,0,0,0,0,0,7.28571,0.755929,7,9,0,0,0,0,2.95663,0.23348,2.73214,3.25,
2.4,5,3,6,6,1.375,0.151101,1.21429,1.51786,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,9.65701,2.91503,6.78498,12.8386,
2.5,1,3,7,2,1.29513,0.139591,1.19643,1.39384,3.5,4.24263,0.500009,6.5,0,0,0,0,10.5,2.12132,9,12,3.50094,4.24295,0.50072,6.50116,20.8468,21.1258,5.90857,35.785,
2.5,4,2,7,4,1.3177,0.193143,1.21527,1.60714,5,3,0.500009,6.5,0,0,0,0,11.25,1.5,9,12,5.00105,3.00022,0.50072,6.50116,7.12321,7.02537,2.90857,17.6064,
2.5,10,4,7,4,9.84895,17.3868,1.00098,35.9286,5,3,0.500009,6.5,0,0,0,0,11.25,1.5,9,12,5.00105,3.00022,0.50072,6.50116,5.1991,0.990666,4.12427,6.49785,
2.5,12,4,7,2,1.69736,0.455894,1.375,2.01973,3.25,4.59619,0,6.5,0,0,0,0,9.5,3.53553,7,12,3.29157,4.65499,0,6.58314,4.90392,3.12186,2.69643,7.11141,
2.5,18,6,7,5,1.22579,0.0866342,1.07143,1.26884,5.3,2.68328,0.500009,6.5,0,0,0,0,11,2.23607,7,12,5.30107,2.68348,0.50072,6.50116,4.21242,2.13847,2.73,7.89071,
2.5,5,3,8,4,1.54563,0.395956,1.23313,2.12598,6.5,0,6.5,6.5,0,0,0,0,2,0,2,2,6.50116,0,6.50116,6.50116,4.2925,1.80363,3.105,6.98,
2.5,3,2,9,7,1.19741,0.176476,1.05455,1.55455,11.5,0,11.5,11.5,0,0,0,0,3.14286,1.06904,2,4,11.5012,0,11.5012,11.5012,6.04887,6.32725,2.73,19.5157,
2.5,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.5,16,5,2,5,1.475,0.291952,1.23214,1.94643,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,9.0957,3.05703,7.1957,14.4814,
2.5,7,2,3,1,1.98214,0,1.98214,1.98214,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,12.5171,0,12.5171,12.5171,
2.5,19,6,3,9,1.54762,0.663303,0.964286,3.25,0.500009,0,0.500009,0.500009,0,0,0,0,6,1.5,4,7,0.50072,0,0.50072,0.50072,61.1798,47.1371,2.73141,120.267,
2.5,13,5,4,5,1.40357,0.106096,1.32143,1.57143,0.500009,0,0.500009,0.500009,0,0,0,0,7.4,0.894427,7,9,0.50072,0,0.50072,0.50072,12.3636,6.54262,5.17784,22.8921,
2.5,14,5,4,5,1.18214,0.21812,0.982143,1.51786,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,9.37427,1.66019,8.48141,12.3386,
2.5,15,5,4,1,1.21527,0,1.21527,1.21527,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,17.4086,0,17.4086,17.4086,
2.5,6,3,5,9,3.83329,6.50568,1.12598,20.8813,4.5,3,0.500009,6.5,8.80229,11.735,0,27.9938,4,0,4,4,4.50101,3.00022,0.50072,6.50116,30.6114,19.3434,4.9457,48.105,
2.5,20,6,5,5,1.35357,0.0948272,1.25,1.42857,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,5.5457,1.59472,4.12427,8.1957,
2.5,8,3,6,6,1.81564,0.617593,1.32143,2.80357,1.50001,2.44949,0.500009,6.5,0,0,0,0,7,0,7,7,1.50079,2.44967,0.50072,6.50116,5.95142,2.42826,3.78498,9.89071,
2.5,11,3,6,6,1.34821,0.365919,1.07143,2.03571,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,12.3624,10.2927,3.99927,30.8207,
2.5,17,6,6,5,1.125,0.0978068,1.01786,1.19643,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,4.64643,1.66668,3.42857,6.89286,
2.6,1,3,7,3,1.4117,0.25,1.1617,1.6617,6.5,0,6.5,6.5,0,0,0,0,12,0,12,12,6.50116,0,6.50116,6.50116,28.1883,25.3678,5.71214,55.6943,
2.6,4,2,7,5,12.2908,15.1458,1.12598,35.6438,6.5,0,6.5,6.5,15.353,9.73766,0,23.9982,12,0,12,12,6.5236,0.0313613,6.50116,6.56618,7.15042,0.621328,6.21214,7.80784,
2.6,10,4,7,7,2.87611,4.46282,0.929556,12.984,6.5,0,6.5,6.5,1.68903,3.1071,0,7.9116,12,0,12,12,6.51693,0.0310572,6.50116,6.58314,5.61436,2.34709,2.90857,8.80143,
2.6,12,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.6,18,6,7,6,1.3492,0.205706,1.25098,1.76884,6.5,0,6.5,6.5,0,0,0,0,12,0,12,12,6.50116,0,6.50116,6.50116,2.73297,0.00729009,2.73,2.74785,
2.6,5,3,8,6,1.49503,0.129099,1.4117,1.6617,6.5,0,6.5,6.5,0,0,0,0,2,0,2,2,6.50116,0,6.50116,6.50116,10.5871,3.77198,3.12285,12.9621,
2.6,3,2,9,6,1.1736,0.138628,0.983127,1.30455,11.5,0,11.5,11.5,0,0,0,0,4,0,4,4,11.5012,0,11.5012,11.5012,6.355,1.88847,2.73,8.03357,
2.6,9,4,9,1,24.2679,0,24.2679,24.2679,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,177.303,0,177.303,177.303,
2.6,16,5,2,7,1.20408,0.152172,1.07143,1.5,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,5.94315,1.76604,3.3207,7.51713,
2.6,7,2,3,2,8.53571,8.13173,2.78571,14.2857,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,130.258,4.76034,126.892,133.624,
2.6,19,6,3,6,1.25,0,1.25,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,2.73141,0,2.73141,2.73141,
2.6,13,5,4,8,1.37723,0.240231,1.01786,1.83929,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,7.08409,5.33867,2.98141,19.4636,
2.6,14,5,4,7,1.20663,0.176734,1.01786,1.51786,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,7.40233,1.73312,4.99927,9.4457,
2.6,15,5,4,11,1.36039,0.304706,1.10714,1.875,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,43.2558,30.5473,4.12427,78.1957,
2.6,6,3,5,6,1.60119,0.357619,1.30357,2.28571,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,14.5231,5.20805,4.9457,20.1421,
2.6,20,6,5,6,1.25,0,1.25,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,2.96058,0.211414,2.87427,3.39213,
2.6,8,3,6,6,1.38988,0.253902,1.07143,1.80357,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,10.8832,3.72695,3.46356,13.16,
2.6,11,3,6,5,1.175,0.118046,1.08929,1.35714,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,13.2171,2.33456,9.1957,15.0707,
2.6,17,6,6,6,1.01786,0,1.01786,1.01786,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,2.94643,0.0874819,2.91071,3.125,
2.7,1,3,7,10,1.20098,0.106745,1.14384,1.4117,6.5,0,6.5,6.5,0,0,0,0,12,0,12,12,6.50116,0,6.50116,6.50116,53.3479,35.9343,3.71214,97.2657,
2.7,4,2,7,7,1.23568,0.149556,1.07241,1.39384,6.5,0,6.5,6.5,4.83418,5.79769,0,14.5179,12,0,12,12,6.51974,0.0317236,6.50116,6.56618,7.0405,0.900562,5.74785,7.99785,
2.7,10,4,7,6,1.22717,0.520824,0.822414,2.25098,6.5,0,6.5,6.5,0,0,0,0,12,0,12,12,6.50116,0,6.50116,6.50116,5.91452,2.30239,2.73,7.92642,
2.7,12,4,7,14,5.79971,10.4843,1.01884,37.2688,6.5,0,6.5,6.5,6.89522,10.0366,0,24.25,12,0,12,12,6.50702,0.0219106,6.50116,6.58314,58.2496,50.1765,2.73,138.801,
2.7,18,6,7,7,1.25609,0.0134986,1.23313,1.26884,6.5,0,6.5,6.5,0,0,0,0,12,0,12,12,6.50116,0,6.50116,6.50116,2.74275,0.0134986,2.73,2.76571,
2.7,5,3,8,6,3.37896,4.79022,0.983127,13.1438,6.5,0,6.5,6.5,0,0,0,0,2,0,2,2,6.50116,0,6.50116,6.50116,6.47702,3.92353,2.98,11.8193,
2.7,3,2,9,7,1.18721,0.130352,1.0367,1.30455,11.5,0,11.5,11.5,0,0,0,0,4,0,4,4,11.5012,0,11.5012,11.5012,7.11265,0.752254,5.96214,7.92643,
2.7,9,4,9,2,5.5,3.91434,2.73214,8.26786,0.500013,6.36396e-06,0.500009,0.500018,0.999996,1.41421,0,1.99999,2,0,2,2,0.50072,0,0.50072,0.50072,292.089,39.8,263.946,320.231,
2.7,16,5,2,6,1.08333,0.0291604,1.07143,1.14286,0.500009,0,0.500009,0.500009,0,0,0,0,2,0,2,2,0.50072,0,0.50072,0.50072,5.56475,1.53013,2.83856,7.42784,
2.7,7,2,3,10,2.8375,3.78881,1.03571,13.5536,0.500009,0,0.500009,0.500009,0.167857,0.384949,0,1.16071,4,0,4,4,0.50072,0,0.50072,0.50072,135.426,24.081,100.142,171.642,
2.7,19,6,3,6,1.23512,0.00729009,1.23214,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,2.9576,0.402902,2.73141,3.74927,
2.7,13,5,4,6,1.30952,0.0729009,1.16071,1.33929,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,6.95165,6.60457,3.46356,20.3743,
2.7,14,5,4,6,1.52679,0.498946,1,2.23214,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,4.83856,1.60345,2.6957,7.62427,
2.7,15,5,4,4,1.51786,0.595119,1.14286,2.39286,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,30.0261,9.70126,19.8564,42.6243,
2.7,6,3,5,7,1.43878,0.286245,1.14286,1.80357,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,8.04774,4.90414,2.96356,16.6957,
2.7,20,6,5,6,1.25,0,1.25,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,4.42784,0.875109,2.87427,5.42784,
2.7,8,3,6,5,7.86429,10.3262,1.30357,25.3214,0.500011,4.02492e-06,0.500009,0.500018,0.80357,1.78687,0,3.99999,4.6,1.34164,4,7,0.50072,0,0.50072,0.50072,23.0386,9.19582,12.8564,32.7314,
2.7,17,6,6,6,1.01786,0,1.01786,1.01786,0,0,0,0,0,0,0,0,4.5,1.22474,4,7,0,0,0,0,4.61905,0.85749,2.91071,5.125,
2.8,2,4,7,4,1.24206,0.339285,1.07241,1.75098,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,3.02464,0.196428,2.73,3.12285,
2.8,15,5,7,5,1.27896,0.148116,1.10813,1.39286,2.90001,3.28633,0.500009,6.5,0,0,0,0,5.8,1.64317,4,7,2.9009,3.28658,0.50072,6.50116,25.2701,12.2821,6.15857,36.8921,
2.8,7,3,8,9,1.34347,0.124034,1.21527,1.55357,1.83334,2.64575,0.500009,6.5,0,0,0,0,4.66667,1.32288,4,7,1.83415,2.64595,0.50072,6.50116,48.0148,31.0765,2.87285,92.7493,
2.8,9,2,8,4,1.10813,0,1.10813,1.10813,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,2.90857,0,2.90857,2.90857,
2.8,10,4,8,5,1.19741,0.0978068,1.09027,1.26884,6.5,0,6.5,6.5,0,0,0,0,8,2.23607,7,12,6.50116,0,6.50116,6.50116,5.10857,0.68911,4.28357,5.92643,
2.8,3,2,9,6,1.18848,0.0929599,1.05455,1.30455,11.5,0,11.5,11.5,0,0,0,0,2.33333,0.816497,2,4,11.5012,0,11.5012,11.5012,3.13476,0.775557,2.73,4.71214,
2.8,5,3,2,6,1.24719,0.111155,1.08929,1.39384,1.50001,2.44949,0.500009,6.5,0,0,0,0,6.16667,2.04124,2,7,1.50079,2.44967,0.50072,6.50116,3.45737,0.98163,2.73141,5.01713,
2.8,14,5,2,6,1.21429,0.29902,0.946429,1.76786,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,7.79689,1.06729,6.14213,9.21356,
2.8,16,5,2,6,1.17262,0.0720208,1.07143,1.23214,0.500009,0,0.500009,0.500009,0,0,0,0,6.16667,2.04124,2,7,0.50072,0,0.50072,0.50072,7.54391,0.561834,7.15998,8.64213,
2.8,6,3,3,6,1.4494,0.373793,1.125,2.03571,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,5.87798,2.27944,4.30357,9,
2.8,13,5,3,5,1.27143,0.378048,1.01786,1.92857,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,7.39213,0.333599,6.9457,7.73141,
2.8,8,3,4,7,4.17347,6.82889,1.16071,19.5357,0.50001,3.40168e-06,0.500009,0.500018,0.571427,1.51185,0,3.99999,6.14286,1.46385,4,7,0.50072,0,0.50072,0.50072,5.12682,1.18565,4.23141,7.4457,
2.8,17,6,4,6,1.08333,0.0332487,1.01786,1.10714,0.416674,0.204128,0,0.500009,0,0,0,0,6.5,1.22474,4,7,0.417267,0.204418,0,0.50072,3.36249,1.12593,2.89213,5.66071,
2.8,18,6,4,5,1.08929,0,1.08929,1.08929,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,3.13856,0.224958,2.89213,3.30284,
2.8,1,4,5,5,1.13234,0.170093,1.01786,1.4117,1.70001,2.68328,0.500009,6.5,0,0,0,0,8,2.23607,7,12,1.70081,2.68348,0.50072,6.50116,5.01684,2.06977,2.89213,7.96214,
2.8,12,4,5,5,0.964286,0.119789,0.75,1.01786,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,5.0707,0.884244,4.3207,6.05284,
2.8,20,6,5,6,1.73512,0.583621,1.25,2.66071,0.500009,0,0.500009,0.500009,0,0,0,0,6.5,1.22474,4,7,0.50072,0,0.50072,0.50072,3.72844,0.967219,2.74927,5.42784,
2.8,4,2,6,6,1.23231,0.0433396,1.14384,1.25,1.50001,2.44949,0.500009,6.5,0,0,0,0,5.33333,3.26599,4,12,1.50079,2.44967,0.50072,6.50116,3.67463,1.87299,2.90998,7.49785,
2.8,19,6,6,5,1.04286,0.00978068,1.03571,1.05357,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,2.88571,0.00978068,2.875,2.89286,
2.9,2,4,7,7,1.07241,0,1.07241,1.07241,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,3.16877,0.0202479,3.12285,3.17642,
2.9,15,5,7,8,1.17063,0.102803,1.10813,1.37599,6.5,0,6.5,6.5,0,0,0,0,4,0,4,4,6.50116,0,6.50116,6.50116,8.6541,8.22518,3.67642,22.2479,
2.9,7,3,8,6,1.34325,0.0662556,1.21527,1.39384,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,2.78952,0.121463,2.69428,2.99785,
2.9,9,2,8,6,1.10813,0,1.10813,1.10813,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,3.13178,0.109352,2.90857,3.17642,
2.9,10,4,8,6,1.76884,0.387298,1.26884,2.01884,6.5,0,6.5,6.5,0,0,0,0,7,0,7,7,6.50116,0,6.50116,6.50116,6.56631,0.504497,6.12286,7.48,
2.9,3,2,9,7,1.1617,0,1.1617,1.1617,11.5,0,11.5,11.5,0,0,0,0,2,0,2,2,11.5012,0,11.5012,11.5012,2.87285,0,2.87285,2.87285,
2.9,5,3,2,6,1.64286,0.387463,1.21429,2.07143,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,2.80879,0.102062,2.67784,2.92784,
2.9,14,5,2,6,1.04762,0.150113,0.803573,1.23214,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,6.19272,1.25516,4.9457,8.62427,
2.9,16,5,2,6,1.09226,0.0833118,1,1.25,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,6.10046,1.36224,5.35641,8.85642,
2.9,6,3,3,6,1.30357,0,1.30357,1.30357,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,8.75893,0.174142,8.48214,8.96429,
2.9,13,5,3,6,1.19047,0.0145802,1.16071,1.19643,0.500009,0,0.500009,0.500009,0,0,0,0,4,0,4,4,0.50072,0,0.50072,0.50072,5.65999,1.05215,4.99927,7.78498,
2.9,8,3,4,6,1.22024,0.299589,0.910715,1.66071,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,6.11534,0.277275,5.74927,6.42784,
2.9,17,6,4,6,1.10714,0,1.10714,1.10714,0.500009,0,0.500009,0.500009,0,0,0,0,7,0,7,7,0.50072,0,0.50072,0.50072,2.89213,0,2.89213,2.89213,
